## Tue Apr 25 22:04:12 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_000027050.1	500632.CLONEX_01829	1.03e-204	566.0	COG2367@1|root,COG2367@2|Bacteria,1TQFB@1239|Firmicutes,249R7@186801|Clostridia	186801|Clostridia	V	beta-lactamase	-	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
WP_020862922.1	1179777.D500_0095	6.96e-94	295.0	COG3291@1|root,COG3291@2|Bacteria,3WT50@544448|Tenericutes	544448|Tenericutes	S	tandem Palindromic Amphipathic Repeat Coding ELements	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020862923.1	272632.MSC_0774	1.5e-229	631.0	COG0225@1|root,COG0229@1|root,COG0225@2|Bacteria,COG0229@2|Bacteria,3WTJE@544448|Tenericutes	544448|Tenericutes	O	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	msrA	-	1.8.4.11,1.8.4.12	ko:K07304,ko:K12267	-	-	-	-	ko00000,ko01000	-	-	-	PMSR,SelR
WP_020862924.1	880447.MSB_A0751	0.0	1268.0	COG0739@1|root,COG0739@2|Bacteria,3WT6X@544448|Tenericutes	544448|Tenericutes	M	heme binding	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862925.1	880447.MSB_A0752	0.0	1438.0	COG0739@1|root,COG0739@2|Bacteria,3WT6X@544448|Tenericutes	544448|Tenericutes	M	heme binding	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862926.1	272632.MSC_0777	1.61e-183	514.0	2B5ID@1|root,31YD5@2|Bacteria,3WTBP@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862927.1	880447.MSB_A0754	0.0	1115.0	COG1479@1|root,COG1479@2|Bacteria,3WT81@544448|Tenericutes	544448|Tenericutes	S	Protein of unknown function (DUF1524)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1524,DUF262
WP_020862928.1	272632.MSC_0779	5.48e-125	357.0	2B5V6@1|root,31YR0@2|Bacteria,3WTVF@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862929.1	272632.MSC_0780	1.13e-194	540.0	COG0270@1|root,COG0270@2|Bacteria,3WTB5@544448|Tenericutes	544448|Tenericutes	H	DNA (cytosine-5-)-methyltransferase activity	marMP	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862930.1	272632.MSC_0788	0.0	1044.0	COG3639@1|root,COG3639@2|Bacteria,3WT0U@544448|Tenericutes	544448|Tenericutes	P	permease	phnB	-	-	ko:K02042	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.9	-	-	BPD_transp_1
WP_020862931.1	272632.MSC_0789	6.27e-167	468.0	COG3638@1|root,COG3638@2|Bacteria,3WTFH@544448|Tenericutes	544448|Tenericutes	P	Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system	phnC	-	3.6.3.28	ko:K02041	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.9	-	-	ABC_tran
WP_020862932.1	880447.MSB_A0762	1.45e-292	805.0	2B5D6@1|root,31Y7G@2|Bacteria,3WT3Q@544448|Tenericutes	544448|Tenericutes	S	ABC transporter	phnD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02044	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.9	-	-	Mycoplasma_p37
WP_020862933.1	272632.MSC_0805	3.42e-199	552.0	COG0561@1|root,COG0561@2|Bacteria,3WT5G@544448|Tenericutes	544448|Tenericutes	S	haloacid dehalogenase-like hydrolase	had	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3,S6PP
WP_020862934.1	272632.MSC_0794	6.9e-279	763.0	COG1168@1|root,COG1168@2|Bacteria,3WT6T@544448|Tenericutes	544448|Tenericutes	E	Aminotransferase class I and II	patB	-	4.4.1.8	ko:K00842,ko:K14155	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	-	R00782,R01286,R02408,R04941	RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
WP_020862935.1	272632.MSC_0810	4.89e-120	366.0	COG3291@1|root,COG3291@2|Bacteria,3WUGE@544448|Tenericutes	2|Bacteria	S	This ORF contains tandem Palindromic Amphipathic Repeat Coding ELements	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020862936.1	272632.MSC_0809	3.26e-121	360.0	COG3291@1|root,COG3291@2|Bacteria,3WUGE@544448|Tenericutes	544448|Tenericutes	S	This ORF contains tandem Palindromic Amphipathic Repeat Coding ELements	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020862937.1	880447.MSB_A0768	1.24e-143	417.0	COG3291@1|root,COG3291@2|Bacteria,3WUGE@544448|Tenericutes	544448|Tenericutes	S	This ORF contains tandem Palindromic Amphipathic Repeat Coding ELements	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020862938.1	880447.MSB_A0770	5.16e-239	661.0	COG1073@1|root,COG1073@2|Bacteria,3WT86@544448|Tenericutes	544448|Tenericutes	S	Serine hydrolase (FSH1)	-	-	-	ko:K06889	-	-	-	-	ko00000	-	-	-	BAAT_C,FSH1,Hydrolase_4
WP_020862939.1	272632.MSC_0821	1.17e-164	461.0	COG0363@1|root,COG0363@2|Bacteria,3WT2H@544448|Tenericutes	544448|Tenericutes	G	Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion	nagB	-	3.5.99.6	ko:K02564	ko00520,ko01100,map00520,map01100	-	R00765	RC00163	ko00000,ko00001,ko01000	-	-	-	Glucosamine_iso
WP_020862940.1	880447.MSB_A0781	8.35e-176	490.0	COG0149@1|root,COG0149@2|Bacteria,3WTFB@544448|Tenericutes	544448|Tenericutes	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	-	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
WP_020862941.1	880447.MSB_A0782	9.85e-199	550.0	COG0561@1|root,COG0561@2|Bacteria,3WSZ0@544448|Tenericutes	544448|Tenericutes	S	Sucrose-6F-phosphate phosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
WP_020862942.1	272632.MSC_0825	0.0	1043.0	COG0696@1|root,COG0696@2|Bacteria,3WSZ1@544448|Tenericutes	544448|Tenericutes	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	gpmI	-	5.4.2.12	ko:K15633	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000	-	-	-	Metalloenzyme,Phosphodiest,iPGM_N
WP_020862943.1	880447.MSB_A0784	5.5e-134	380.0	COG5340@1|root,COG5340@2|Bacteria,3WTEM@544448|Tenericutes	544448|Tenericutes	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862944.1	880447.MSB_A0785	2.24e-235	648.0	COG2253@1|root,COG2253@2|Bacteria,3WTGW@544448|Tenericutes	544448|Tenericutes	S	Nucleotidyl transferase AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AbiEii
WP_020862945.1	880447.MSB_A0786	5.64e-152	427.0	COG0274@1|root,COG0274@2|Bacteria,3WT0B@544448|Tenericutes	544448|Tenericutes	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	deoC	-	4.1.2.4	ko:K01619	ko00030,map00030	-	R01066	RC00436,RC00437	ko00000,ko00001,ko01000	-	-	-	DeoC
WP_020862946.1	272632.MSC_0829	0.0	1113.0	COG1109@1|root,COG1109@2|Bacteria,3WSZI@544448|Tenericutes	544448|Tenericutes	G	phosphomannomutase	manB	-	5.4.2.2,5.4.2.8	ko:K01835,ko:K01840	ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00114,M00549	R00959,R01057,R01818,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
WP_020862947.1	272632.MSC_0830	9.51e-317	862.0	COG0213@1|root,COG0213@2|Bacteria,3WSZV@544448|Tenericutes	544448|Tenericutes	F	phosphorylase	deoA	-	2.4.2.2,2.4.2.4	ko:K00756,ko:K00758	ko00240,ko00983,ko01100,ko05219,map00240,map00983,map01100,map05219	-	R01570,R01876,R02296,R02484,R08222,R08230	RC00063	ko00000,ko00001,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3,PYNP_C
WP_020862952.1	1179777.D500_0245	0.0	1271.0	COG0270@1|root,COG0827@1|root,COG0270@2|Bacteria,COG0827@2|Bacteria,3WTJ6@544448|Tenericutes	544448|Tenericutes	L	DNA restriction-modification system	-	-	-	-	-	-	-	-	-	-	-	-	DNA_methylase,Eco57I
WP_020862953.1	272632.MSC_0831	0.0	1271.0	COG1299@1|root,COG1445@1|root,COG1762@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,COG1762@2|Bacteria,3WSZ5@544448|Tenericutes	544448|Tenericutes	GT	phosphotransferase system	fruA	-	2.7.1.202	ko:K02768,ko:K02769,ko:K02770	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_EIIA_2,PTS_EIIC,PTS_IIB
WP_020862954.1	272632.MSC_0832	4.19e-212	587.0	COG1105@1|root,COG1105@2|Bacteria,3WTF2@544448|Tenericutes	544448|Tenericutes	H	Belongs to the carbohydrate kinase PfkB family	fruK	-	2.7.1.56	ko:K00882	ko00051,map00051	-	R02071	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
WP_020862955.1	880447.MSB_A0909	6.82e-158	443.0	COG1349@1|root,COG1349@2|Bacteria,3WTIS@544448|Tenericutes	544448|Tenericutes	K	DeoR C terminal sensor domain	fruR	-	-	ko:K03436	-	-	-	-	ko00000,ko03000	-	-	-	DeoRC,HTH_DeoR
WP_020862956.1	272632.MSC_0834	3.35e-221	611.0	2F83N@1|root,340H2@2|Bacteria,3WT6K@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862957.1	880447.MSB_A0907	1.63e-153	431.0	COG0813@1|root,COG0813@2|Bacteria,3WTF6@544448|Tenericutes	544448|Tenericutes	F	Purine-nucleoside phosphorylase	deoD	-	2.4.2.1	ko:K03784	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244	RC00033,RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	PNP_UDP_1
WP_020862958.1	880447.MSB_A0905	4.55e-211	583.0	COG2267@1|root,COG2267@2|Bacteria,3WTFJ@544448|Tenericutes	544448|Tenericutes	I	Serine aminopeptidase, S33	pldB	-	3.1.1.5	ko:K01048	ko00564,map00564	-	-	-	ko00000,ko00001,ko01000	-	-	-	Hydrolase_4
WP_020862961.1	272632.MSC_0838	1.17e-126	361.0	COG2184@1|root,COG2184@2|Bacteria,3WTG6@544448|Tenericutes	544448|Tenericutes	D	Fic/DOC family	-	-	-	ko:K04095	-	-	-	-	ko00000,ko03036	-	-	-	Fic
WP_020862962.1	1179777.D500_0110	2.16e-22	89.7	COG3077@1|root,COG3077@2|Bacteria,3WU82@544448|Tenericutes	544448|Tenericutes	L	RelB antitoxin	-	-	-	ko:K07473	-	-	-	-	ko00000,ko02048	-	-	-	RelB
WP_020862963.1	289397.MBOVPG45_0722	4.27e-152	439.0	COG3392@1|root,COG3392@2|Bacteria,3WTMN@544448|Tenericutes	544448|Tenericutes	H	D12 class N6 adenine-specific DNA methyltransferase	-	-	2.1.1.72	ko:K07318	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	MethyltransfD12
WP_020862964.1	289397.MBOVPG45_0721	2.84e-230	663.0	2DBCK@1|root,2Z8EF@2|Bacteria	2|Bacteria	L	AlwI restriction endonuclease	alwI	-	-	-	-	-	-	-	-	-	-	-	RE_AlwI
WP_020862965.1	880447.MSB_A0902	4.1e-251	690.0	COG3589@1|root,COG3589@2|Bacteria,3WTSM@544448|Tenericutes	544448|Tenericutes	S	Bacterial protein of unknown function (DUF871)	-	-	-	ko:K09963	-	-	-	-	ko00000	-	-	-	DUF871
WP_020862966.1	880447.MSB_A0901	0.0	960.0	COG2723@1|root,COG2723@2|Bacteria,3WTBA@544448|Tenericutes	544448|Tenericutes	G	Glycosyl hydrolase family 1	bgl1	-	3.2.1.86	ko:K01223	ko00010,ko00500,map00010,map00500	-	R00839,R05133,R05134	RC00049,RC00171,RC00714	ko00000,ko00001,ko01000	-	GT1	-	Glyco_hydro_1
WP_020862967.1	880447.MSB_A0900	2.05e-198	551.0	COG1940@1|root,COG1940@2|Bacteria,3WSYH@544448|Tenericutes	544448|Tenericutes	GK	ROK family	-	-	-	-	-	-	-	-	-	-	-	-	ROK
WP_020862968.1	272632.MSC_0842	6.42e-101	293.0	COG1762@1|root,COG1762@2|Bacteria,3WUM6@544448|Tenericutes	544448|Tenericutes	G	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	-	-	2.7.1.202	ko:K02768	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_EIIA_2
WP_020862969.1	880447.MSB_A0898	0.0	1684.0	COG0383@1|root,COG0383@2|Bacteria,3WU9N@544448|Tenericutes	544448|Tenericutes	G	Alpha mannosidase, middle domain	-	-	3.2.1.170,3.2.1.24	ko:K01191,ko:K15524	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04131	-	GH38	-	Glyco_hydro_38
WP_020862970.1	880447.MSB_A0897	0.0	1084.0	COG1299@1|root,COG1445@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,3WSZ5@544448|Tenericutes	544448|Tenericutes	GT	phosphotransferase system	manY	-	2.7.1.191,2.7.1.202	ko:K02768,ko:K02769,ko:K02770,ko:K02794,ko:K02795	ko00051,ko00520,ko01100,ko01120,ko02060,map00051,map00520,map01100,map01120,map02060	M00273,M00276	R02630,R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1,4.A.6.1	-	-	PTS_EIIC,PTS_IIB
WP_020862972.1	272632.MSC_0849	4.74e-305	832.0	COG0015@1|root,COG0015@2|Bacteria,3WSXS@544448|Tenericutes	544448|Tenericutes	F	Adenylosuccinate lyase C-terminus	purB	-	4.3.2.2	ko:K01756	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048,M00049	R01083,R04559	RC00379,RC00444,RC00445	ko00000,ko00001,ko00002,ko01000	-	-	-	ADSL_C,Lyase_1
WP_020862973.1	272632.MSC_0850	0.0	865.0	COG0104@1|root,COG0104@2|Bacteria,3WT2G@544448|Tenericutes	544448|Tenericutes	F	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP	purA	-	6.3.4.4	ko:K01939	ko00230,ko00250,ko01100,map00230,map00250,map01100	M00049	R01135	RC00458,RC00459	ko00000,ko00001,ko00002,ko01000	-	-	-	Adenylsucc_synt
WP_020862976.1	613026.HRAG_01035	3.1e-86	262.0	COG0863@1|root,COG0863@2|Bacteria,1Q6AU@1224|Proteobacteria,432RM@68525|delta/epsilon subdivisions	1224|Proteobacteria	L	DNA methylase	-	-	2.1.1.72	ko:K00571	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
WP_020862977.1	880447.MSB_A0794	5.41e-22	99.4	COG3291@1|root,COG3291@2|Bacteria,3WTAK@544448|Tenericutes	544448|Tenericutes	S	Mycoplasma protein of unknown function, DUF285	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020862978.1	880447.MSB_A0147	0.0	1399.0	COG0209@1|root,COG0209@2|Bacteria,3WSWN@544448|Tenericutes	544448|Tenericutes	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	nrdE	-	1.17.4.1	ko:K00525	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	Flavodoxin_NdrI,RNR_N,Ribonuc_red_lgC,Ribonuc_red_lgN
WP_020862979.1	272632.MSC_0854	9.4e-110	315.0	COG1780@1|root,COG1780@2|Bacteria,3WTGD@544448|Tenericutes	544448|Tenericutes	F	Probably involved in ribonucleotide reductase function	nrdI	-	-	ko:K03647	-	-	-	-	ko00000	-	-	-	Flavodoxin_NdrI
WP_020862980.1	272632.MSC_0856	0.0	1326.0	COG0557@1|root,COG0557@2|Bacteria,3WSUU@544448|Tenericutes	544448|Tenericutes	J	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs	rnr	-	-	ko:K12573	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	OB_RNB,RNB,S1
WP_020862981.1	272632.MSC_0858	3.64e-102	296.0	28QEA@1|root,2ZCWM@2|Bacteria,3WTXZ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862982.1	272632.MSC_0860	0.0	1220.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,3WT1H@544448|Tenericutes	544448|Tenericutes	G	PTS system, glucose-specific	ptsG	-	2.7.1.199	ko:K02777,ko:K02778,ko:K02779	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111	M00265,M00266,M00268,M00270,M00272,M00303,M00806	R02738,R02780,R04111,R04394,R05132,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1	-	-	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
WP_020862984.1	272632.MSC_0700	1.58e-211	585.0	COG0549@1|root,COG0549@2|Bacteria,3WSUJ@544448|Tenericutes	544448|Tenericutes	E	Belongs to the carbamate kinase family	arcC	-	2.7.2.2	ko:K00926	ko00220,ko00230,ko00910,ko01100,ko01120,ko01200,map00220,map00230,map00910,map01100,map01120,map01200	-	R00150,R01395	RC00002,RC00043,RC02803,RC02804	ko00000,ko00001,ko01000	-	-	-	AA_kinase
WP_020862985.1	1179777.D500_0759	0.0	877.0	COG1288@1|root,COG1288@2|Bacteria,3WT9G@544448|Tenericutes	544448|Tenericutes	S	C4-dicarboxylate anaerobic carrier	arcD	-	-	-	-	-	-	-	-	-	-	-	DcuC
WP_020862986.1	1188240.MYEA_6080	2.05e-213	592.0	COG0078@1|root,COG0078@2|Bacteria,3WT22@544448|Tenericutes	544448|Tenericutes	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	arcB	-	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
WP_020862987.1	272632.MSC_0868	0.0	1777.0	COG0474@1|root,COG0474@2|Bacteria,3WT2E@544448|Tenericutes	544448|Tenericutes	P	Cation transporter/ATPase, N-terminus	mgtA	-	3.6.3.2	ko:K01531	-	-	-	-	ko00000,ko01000	3.A.3.4	-	-	Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3
WP_020862988.1	272632.MSC_0882	3.57e-190	539.0	2BZ4B@1|root,2ZHDT@2|Bacteria,3WU4J@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862989.1	272632.MSC_0884	6.96e-64	195.0	COG0355@1|root,COG0355@2|Bacteria,3WTR0@544448|Tenericutes	544448|Tenericutes	C	ATP synthase	atpC	-	-	ko:K02114	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_DE_N
WP_020862990.1	272632.MSC_0887	0.0	988.0	COG0056@1|root,COG0056@2|Bacteria,3WT1R@544448|Tenericutes	544448|Tenericutes	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	-	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
WP_020862991.1	272632.MSC_0889	1.41e-109	317.0	COG0711@1|root,COG0711@2|Bacteria,3WTD0@544448|Tenericutes	544448|Tenericutes	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)	atpF	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_B
WP_020862992.1	880447.MSB_A0128	6.9e-56	175.0	COG0636@1|root,COG0636@2|Bacteria,3WTX2@544448|Tenericutes	544448|Tenericutes	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpE	-	-	ko:K02110	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_C
WP_020862994.1	272632.MSC_0894	6.8e-290	792.0	COG0112@1|root,COG0112@2|Bacteria,3WSZW@544448|Tenericutes	544448|Tenericutes	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
WP_020862995.1	272632.MSC_0895	3.73e-97	283.0	COG0698@1|root,COG0698@2|Bacteria,3WTG9@544448|Tenericutes	544448|Tenericutes	G	Ribose 5-phosphate isomerase	rpiB	GO:0003674,GO:0003824,GO:0004751,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016853,GO:0016860,GO:0016861,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564	5.3.1.6	ko:K01808	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB
WP_020862996.1	1179777.D500_0293	0.0	1053.0	2F055@1|root,33T8T@2|Bacteria,3WSYE@544448|Tenericutes	544448|Tenericutes	S	Putative peptidase (DUF31)	-	-	-	-	-	-	-	-	-	-	-	-	DUF31
WP_020862997.1	1179777.D500_0292	0.0	2395.0	COG0086@1|root,COG0086@2|Bacteria,3WT3X@544448|Tenericutes	544448|Tenericutes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC	-	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5
WP_020862998.1	272632.MSC_1008	0.0	2435.0	COG0085@1|root,COG0085@2|Bacteria,3WSXN@544448|Tenericutes	544448|Tenericutes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoB	-	2.7.7.6	ko:K03043	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7
WP_020862999.1	1179777.D500_0290	1.38e-232	645.0	2F8MQ@1|root,34107@2|Bacteria,3WTAS@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
